17.69,15.756,18.702,39.299,7.85,3.28,0.31,0.71,16.64,43.88,69.53,19.91,123.17,3.27,15.33,82.749
14.6,18.388,22.609,50.501,20.54,12.01,0.18,0.75,26.96,43.29,84.73,22.24,144.74,2.43,15.17,76.662
16.65,16.537,20.39,52.49,13.67,19.46,0.13,0.7,23.34,44.19,80.11,23.16,142.53,2.1,16.14,72.505
18.65,12.709,16.848,49.66,10.5,29.54,0.14,0.69,21.23,43.16,75.85,23.18,138.28,1.71,19.01,66.146
22.22,9.943,12.522,43.306,8.75,52.54,0.07,0.6,9.08,35.63,49.54,19.85,103.14,1.39,19.13,62.849
21.48,10.838,13.74,38.442,7.37,75.07,0.04,0.58,3.43,32.73,37.96,17.92,86.43,1.47,20.06,59.814
24.64,9.684,10.989,36.253,11.31,82.5,0,0.54,1.2,27.09,28.99,15.65,71.35,1.03,19.7,56.297
27.18,8.451,9.882,28.656,6.96,85.69,0,0.51,0.4,24.77,25.42,15.2,66.55,0.89,18.33,55.55
26.96,10.376,12.088,22.327,4.89,82.47,0,0.51,0.06,24.24,24.39,14.82,64.5,1.04,17.38,57.819
26.31,12.492,13.99,25.11,5.17,70.66,0,0.54,0.07,29.63,29.78,14.42,68.83,1.04,16.46,59.369
25.73,14.763,17.74,28.02,5.2,52.85,0.03,0.61,0.33,41.21,41.76,13.27,77.73,1.21,15.96,61.228
24.46,16.873,18.438,29.047,5.36,48.14,0.03,0.62,0.94,40.61,42.08,13.54,78.75,1.42,15.66,63.004
23.43,16.144,18.979,28.715,5.26,30.84,0.07,0.7,2.68,55.05,59.23,12.57,93.16,1.67,15.66,64.689
22.24,16.916,19.16,36.525,5.09,23.34,0.09,0.71,2.89,61.17,65.73,12.23,98.73,2.06,15.52,65.818
11.08,32.867,41.419,97.659,10.32,3.5,0.3,0.96,31.9,62.22,111.15,24.03,176.16,6.55,15.26,74.409
11.66,27.078,35.345,83.179,13.64,4.08,0.19,0.83,21.52,58.27,91.27,21.07,148.08,5.03,15.33,73.975
9.34,29.723,39.404,77.588,10.17,4.72,0.27,0.91,39.85,68.3,129.53,30.13,211.04,6.11,15.29,78.65
9.61,27.912,36.91,85.753,17.68,4.11,0.24,0.85,33.37,56,107.17,26.45,178.75,5.47,15.09,79.255
9.45,30.713,40.087,79.713,13.95,3.7,0.29,0.88,39.88,57.98,119.17,29.85,199.99,6.05,14.92,80.496
9.9,30.191,38.048,84.641,10.77,3.77,0.31,0.86,39.34,48.04,108.38,29.8,189.03,5.06,14.48,82.059
10.05,23.161,28.748,72.183,12.32,7.46,0.14,0.75,25.41,38.73,77.82,25.25,145.96,2.74,14.25,84.455
8.93,18.808,24.798,65.828,13.9,15.57,0.05,0.71,12.86,36.83,56.61,22.86,118.23,2.39,14.15,85.019
8.89,20.554,26.666,70.109,12.8,18.89,0.08,0.75,13.17,46.8,67.12,23.28,129.8,2.57,14.77,83.759
8.29,26.004,31.742,79.858,6.1,50.43,0.08,0.7,5.23,49.14,57.22,18.08,105.98,2.79,16.7,71.754
8.13,27.714,33.468,79.369,6.09,36.51,0.07,0.7,2.6,60.76,64.9,17.67,112.57,3.02,15.9,72.997
9.92,23.256,28.383,77.074,5.31,37.71,0.06,0.69,3.02,46.86,51.54,18.62,101.85,2.39,15.27,76.451
11.64,22.353,25.817,63.755,5.09,37.83,0.03,0.67,1.17,43.42,45.25,16.37,89.55,2.29,15.15,76.139
11.29,28.102,33.338,65.416,5.2,21.59,0.06,0.72,2.36,51.79,55.44,16.44,99.87,2.7,15.36,78.613
11.29,24.775,29.146,61.456,5.28,22.89,0.02,0.66,1.12,44.7,46.44,16.5,91.13,2.94,14.99,80.321
9.63,27.479,32.276,60.422,5.56,12.66,0.03,0.68,2.37,50.4,54.07,16.61,98.94,3.52,15.08,81.897
10.59,21.597,25.856,62.56,7.96,10.12,0.04,0.64,3.08,46.17,50.92,16.73,96.18,2.76,14.82,83.071
12,15.159,18.947,41.133,9.36,11.28,0.02,0.56,2.04,38.95,42.07,17.44,89.32,2.13,14.35,84.245
10.42,16.168,20.526,42.848,8.44,7.88,0.03,0.58,2.41,36.82,40.5,17.41,87.67,3.08,14.26,85.645
10.45,15.769,19.775,44.328,8.1,6.74,0.03,0.57,2.39,33.27,36.94,17.31,83.88,2.2,14.03,87.21
11.61,13.587,17.056,40.557,8.28,5.91,0.02,0.56,2.5,32.13,35.98,17.13,82.44,1.96,13.98,87.623
14.17,11.538,14.195,36.667,8.32,9.88,0.02,0.52,2.3,28.77,32.3,17.08,78.62,1.61,13.94,86.704
17.13,9.307,11.007,25.962,7.97,18.17,0.01,0.49,0.82,23.72,25.02,16.9,70.79,1.14,13.92,84.926
16.61,9.071,11.234,24.922,7.68,14.59,0.02,0.51,0.97,27.79,29.3,16.72,74.6,1.31,14.04,85.15
15.15,10.466,13.022,28.897,7.58,7.72,0.06,0.59,6.74,36.91,47.23,18.28,96.64,1.64,14.12,85.457
12.43,16.61,19.338,50.497,5.91,9.27,0.15,0.87,43.84,33.28,100.59,29.86,181.33,2.21,15.36,83.366
13.25,17.812,22.336,57.318,628.36,17.72,0.27,0.78,40.35,40.58,102.53,29.65,182.67,2.18,20.17,72.715
13.02,15.116,19.154,57.146,4.2,18.16,0.38,6.32,391.56,3.03,595.51,112.81,789.74,1.84,20.28,69.75
7.56,31.606,43.73,102.137,6.25,12.29,0.27,1.05,25.68,108.47,148.14,20.84,204.63,4.75,16.74,71.937
6.89,35.144,47.603,129.997,6.39,13.95,0.26,0.98,20.79,92.71,124.81,18.47,174.84,4.6,16.32,73.847
6.16,31.443,40.723,103.4,9.88,13.06,0.14,0.86,23.3,61.62,97.34,18.69,147.88,3.63,16.02,78.381
5.56,34.2,44.282,88.398,7.08,10.84,0.19,0.94,31.2,67.4,115.3,21.47,173.37,3.92,15.88,79.163
5.42,31.101,41.053,94.142,6.05,9.61,0.15,0.88,33.01,59.12,109.71,22.34,170.13,4.06,15.54,81.623
4.98,24.672,34.036,94.779,11.35,10.88,0.12,0.83,26.04,45.35,85.39,21.15,142.43,3.78,15.13,84.059
5,23.832,33.669,83.952,14.76,8.56,0.15,0.85,25.1,47.68,86.24,21.28,143.67,4.22,15.19,84.253
4.42,27.326,39.197,90.684,14.34,8.03,0.2,0.9,39.93,63.63,124.95,28.06,200.9,5.33,15.42,86.138
3.99,24.895,37.299,95.152,11.11,8.01,0.2,0.88,39.16,50.85,110.99,27.87,186.37,4.79,15.31,87.784
3.75,23.82,34.919,88.144,9.45,7.98,0.2,0.87,39.63,49.76,110.58,28.68,188.16,5.48,15.05,88.899
3.55,24.552,36.211,91.332,8.79,7.93,0.21,0.87,44.84,45.45,114.27,30.84,197.76,5.15,14.91,90.893
3.38,23.3,35.862,84.954,10.64,7.72,0.19,0.83,38.9,35.11,94.84,28.78,172.62,4.7,15.01,91.748
3.16,26.819,38.863,86.588,12.45,8.47,0.21,0.88,50.63,39.39,117.22,32.47,205.02,4.51,15.24,91.372
3.3,31.49,43.407,93.625,13.48,9.15,0.21,1,75.51,35.76,151.89,37.78,254.08,4.3,15.33,89.163
3.57,34.064,45.801,101.475,12.33,10.32,0.22,1.12,84.11,30.75,159.98,38.69,264.64,4.36,15.72,86.82
3.43,34.364,46.002,106.867,15.47,15.94,0.18,1.09,62.23,44.54,140.31,32.3,227.72,5.08,17.8,81.973
2.57,37.691,47.534,122.121,12.07,39.9,0.08,0.83,31.57,35.09,83.64,26.3,154.63,3.65,18.44,79.091
2.45,37.266,50.604,119.338,13.49,50.79,0.08,0.79,20.97,44.1,76.39,25.05,143.95,3.9,19.36,76.008
3.57,27.712,37.736,118.998,10.06,68.22,0.03,0.77,14.4,38.05,60.22,22.15,119.85,3.22,21.14,69.815
3.4,26.485,34.98,105.715,7.57,80.95,0.02,0.76,8.64,43.34,56.59,21.18,113.66,3.05,21.85,66.417
5.57,32.375,43.12,100.903,7.1,56.43,0.11,0.99,4.85,80.4,88.01,17.83,136.13,3.29,19.11,66.932
